text,label
Le statut de ma demande ?,status_request
Ma demande est-elle validée ?,status_request
j'attends une réponse depuis longtemps.,status_request
Avancement du dossier de financement.,status_request
liste documents manquants svp.,document_request
Où en est mon dossier de prêt ?,status_request
Vérifiez si mon dossier est complet.,document_request
je voudrais prendre rendez-vous avec un conseiller.,other
Pouvez-vous m'aider avec mon application mobile ?,other
que manque-t-il dans mon dossier ?,document_request
aurevoir.,other
Statut de ma demande de prêt s'il vous plaît.,status_request
statut de ma demande de prêt s'il vous plaît.,status_request
pouvez-vous m'indiquer les documents à joindre ?,document_request
Quels sont les éléments à fournir pour l'étude de mon dossier ,document_request
est-ce qu'il manque des documents ?,document_request
Dites-moi ce qu'il faut envoyer.,document_request
Je voudrais prendre rendez-vous avec un conseiller.,other
Liste documents manquants svp.,document_request
"bonjour, des nouvelles de mon crédit ?",status_request
Pourquoi mon dossier n'avance pas ?,status_request
Documents recommandés pour un crédit immobilier ?,document_request
Quelles sont les pièces manquantes ,document_request
Que manque-t-il dans mon dossier ?,document_request
liste documents crédit bancaire,document_request
Est-ce que mon dossier a été validé ?,status_request
quels sont les justificatifs de revenus ?,document_request
Quels sont les éléments manquants pour mon prêt ,document_request
Où en est mon dossier de prêt ,status_request
où en est mon dossier de prêt ,status_request
est-ce que c'est accepté ?,status_request
pouvez-vous m'envoyer la liste des documents pour un prêt ?,document_request
Où en est mon dossier de prêt ,status_request
Des nouvelles de mon dossier ?,status_request
quels sont les justificatifs de revenus ,document_request
est-ce que c'est accepté ?,status_request
Liste des pièces à fournir pour un prêt bancaire ?,document_request
quels documents pour prouver mon identité ?,document_request
Je voudrais savoir si ma demande avance.,status_request
liste documents crédit bancaire,document_request
quels sont les justificatifs de revenus ?,document_request
quels sont les éléments à fournir pour l'étude de mon dossier ,document_request
